49.540757179260254,22.700000000000003,0.0078125
49.65320682525635,46.6,0.03125
47.970914363861084,19.799999999999997,0.02734375
49.259162187576294,20.1,0.02734375
51.12432098388672,45.3,0.03125
47.60263657569885,17.6,0.01953125
52.839539527893066,26.5,0.0234375
50.18673062324524,20.9,0.02734375
47.39415383338928,19.6,0.0234375
46.837944746017456,47.2,0.02734375
48.14836359024048,21.799999999999997,0.02734375
51.93742370605469,50.0,0
53.10292315483093,9.899999999999999,0.03125
48.10147404670715,47.2,0.02734375
48.64996933937073,5.700000000000003,0.02734375
48.73735594749451,32.8,0.0234375
55.37633395195007,52.7,0.02734375
49.993505239486694,27.0,0.02734375
56.38967943191528,25.200000000000003,0
48.304218769073486,21.200000000000003,0
49.529101610183716,45.1,0.01953125
48.84529495239258,22.0,0.0
47.56865334510803,33.9,0.01953125
53.120436906814575,16.1,0.01953125
48.796443462371826,11.700000000000003,0.01171875
48.948386669158936,45.2,0.03125
50.509822368621826,21.6,0.01953125
48.61511945724487,44.9,0
48.69063472747803,16.4,0.02734375
49.22454285621643,33.6,0
